input_prompt,question,correct_answers,output_prediction,processed_answer
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Sherlock Holmes was proficient in which fictional martial art invented by Sir Arthur Conan Doyle?\nA:""]",Sherlock Holmes was proficient in which fictional martial art invented by Sir Arthur Conan Doyle?,['baritsu']," Bartitsu
Q: What is the", Bartitsu
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Petroliam Nasional Berhad, the huge Malaysian gas/oil corporation gave its abbreviated name to what world-leading Kuala Lumpa landmark?\nA:""]","Petroliam Nasional Berhad, the huge Malaysian gas/oil corporation gave its abbreviated name to what world-leading Kuala Lumpa landmark?","['petronas tower 2', 'petronas tower 1', 'kuala lumpur twin towers', 'petronas tower', 'twin towers malaysia', 'petronas towers', 'petronas twin towers', 'petronis twin towers', 'petronas towers', 'petronas twin towers']"," The Petronas Towers
Q:", The Petronas Towers
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Who was the leader of the Medellin cartel in the 1980's?\nA:""]",Who was the leader of the Medellin cartel in the 1980's?,"['pablo emilio escobar gaviria', 'pablo escobar', 'pablo escobararchive1', 'pablo escabar', 'escobar 2009 film', 'pablo escobar gaviria', 'pablo escobar', 'pablo escebar']"," Pablo Escobar
Q: Who was", Pablo Escobar
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Which TV series was about a pop group called 'Little Ladies' featuring Charlotte Cornwell, Julie Covington and Rula Lenska?\nA:""]","Which TV series was about a pop group called 'Little Ladies' featuring Charlotte Cornwell, Julie Covington and Rula Lenska?","['rock follies', 'rock follies of 77']"," Rock Follies
Q: Which", Rock Follies
"['Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world\'s biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: ""Who published an autobiography entitled """"A Journey"""" on 1 September 2010?""\nA:']","""Who published an autobiography entitled """"A Journey"""" on 1 September 2010?""","['rt hon anthony blair mp', 'tony blair', 'tony blair sports foundation', 'antony blair', 'tonie blair', 'tony balir', 'rt hon tony blair', 'blairian', 'tory blair', 'tony blairs', 'anthony c l blair', 'anthony charles blair', 'tony blaire', 'tony blair sports foundation', 'antony blair', 'anthony charles lynton 22tony22 blair', 'family of tony blair', 'tonyblair', 'tony blear', 'anthony tony blair', 'tony blairs private life', 'tony blair pm', 'tony bliar', 'tony blaer', 'herr blair', 'president blair', 'anthony charles lynton blair', 'tony blairs private life', 'education education and education', 'rt hon anthony charles lynton blair', 'toney blair', 'education education education', 'tony blari', 'blair doctrine', 'tony blair', 'prime minister tony blair', 'tony blare']"," Tony Blair
Q: What is the", Tony Blair
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Who did Claus von Stauffenberg plot to kill?\nA:""]",Who did Claus von Stauffenberg plot to kill?,"['hitlerian', 'adolph schicklgruber', 'hitleradolf', 'hitlers medical health', 'adolf hitle', 'hitlar', 'adolph hiedler', 'adolf hiedler', 'adolph hittler', 'day of potsdam', 'adolpf hitler', 'adolf hister', 'adolf hitlier', 'adolph hitlers health', 'hitlers health', 'hitlers', 'aldof hilter', 'hitler', 'hitler adolph', 'history of adolf hitler', 'hitleradolph', 'adolph hiter', 'adolf hittler', 'herr hitler', 'hitleradolf', 'adolf schicklegruber', 'adolf hitler', 'adlof hitler', 'adolph schickelgruber', 'hitler adolf', 'hitlers medical health', 'hitleradolph', 'adolph schicklegruber', 'adolf hiler', 'adolf hitlers medical condition', 'hittler', 'adolf schickelgruber', 'adolf hitler', 'hitlers', 'hitler adolf', 'nazi leader', 'hitler adolf', 'herr wolf', 'adolph hitlers medical health', 'adolph hitler', 'adolf hitlers health', 'adolf schicklgruber', 'adolphhitler', 'adolf hilter', 'health of adolf hitler', 'adolf hitlers medical health', 'hitler adolph', 'adolfhitler', 'adolf hitler', 'hitlet', 'hitler adolf', 'adoff hitler', 'adolfus hitler', 'hitler', 'adolph hitler']"," Adolf Hitler
Q: What is the", Adolf Hitler
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: A colony of Britain until 1956, with the capital city of Khartoum, the south of what African country became an independent state in July 2011?\nA:""]","A colony of Britain until 1956, with the capital city of Khartoum, the south of what African country became an independent state in July 2011?","['sudan', 'islamic republic of sudan', 'sport in sudan', 'government of sudan', 'sudan', 'republic of sudan', 'republic of north sudan', 'northern sudan', 'environmental issues in sudan', 'sudan proper', 'north sudan', 'environmental issues in sudan', 'assūdān', 'administrative divisions of sudan', 'iso 31661sd', 'جمهورية السودان', 'sudanese culture', 'assudan', 'republic of sudan', 'السودان', 'islamic republic of sudan', 'clothing in sudan', 'official language of southern sudan', 'sudanese', 'environment of sudan', 'culture of sudan', 'sudan foundation']"," Sudan
Q: Who was the first", Sudan
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Anne Aston was a dizzy blonde hostess of which 1960s TV game show?\nA:""]",Anne Aston was a dizzy blonde hostess of which 1960s TV game show?,"['bernie bolt', 'golden shot']"," I've Got a Secret
Q:", I've Got a Secret
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: The oldest known American cocktail, what whiskey forms the base of the cocktail known as a Sazerac?\nA:""]","The oldest known American cocktail, what whiskey forms the base of the cocktail known as a Sazerac?","['centeio', 'winter rye', 'rye', 'ryep', 'secale cereale', 'rye botany', 'rye grain', 'rye extract', 'oralmat']"," Rye Whiskey
Q: What", Rye Whiskey
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Which American singer-songwriter wrote 'Sweet Baby James', the title track of his second album in 1970?\nA:""]","Which American singer-songwriter wrote 'Sweet Baby James', the title track of his second album in 1970?","['taylor james', 'jelly man kelly', 'james vernon taylor', 'jellyman kelly', 'james taylor', 'james taylor american musician']"," James Taylor
Q: What is the", James Taylor
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: The German's called it the Siegfried Line, what did the allies call it?\nA:""]","The German's called it the Siegfried Line, what did the allies call it?","['hindenberg line', 'hindenberg line', 'hindenburg line', 'battles of hindenburg line', 'advance to hindenburg line', 'hindenburg line']"," The Maginot Line
Q:", The Maginot Line
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: In which city is Slum Dog Millionaire set?\nA:""]",In which city is Slum Dog Millionaire set?,"['bomaim', 'galajunkja', 'mumbai', 'kakamuchee', 'greater bombay', 'bombay maharashtra', 'mumbay', 'mumbai india', 'bombay india', 'mumbaii', 'mumbaī', 'mumbaai', 'mumbia', 'mumbai maharashtra', 'mubai', 'mumbai maharastra', 'मुंबई', 'bombay also known as mumbai', 'greater mumbai', 'eastindians', 'crime in mumbai', 'mumbai mh', 'bon bahia', 'bombei', 'mumbai city', 'bombay india', 'bom bahia', 'mumbai images', 'bombay india', 'bomaím', 'bombai', 'demographics of mumbai', 'rajhans balvatika', 'mumbai bombay', 'bombay city', 'mombai', 'bombay', 'bombay mh']"," Mumbai
Q: Who was the first", Mumbai
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: What was set at 3 groats per household in 1380 and caused social unrest?\nA:""]",What was set at 3 groats per household in 1380 and caused social unrest?,"['poll tax', 'poll tax', 'polltax', 'poll tax disambiguation', 'pole tax', 'poll taxes', 'polltax']"," Poll Tax
Q: Who was the", Poll Tax
