input_prompt,question,correct_answers,output_prediction,processed_answer
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Who was named the best player at Euro 2012 by UEFA ?
A:",Who was named the best player at Euro 2012 by UEFA ?,"['andres iniesta lujan', 'andrés iniesta luján', 'andrés iniesta lujan', 'andrés iniesta', 'andres iniesta']"," Ryan Giggs,Wayne Rooney, Roy Keane, Roy Hodgson,"," Ryan Giggs,Wayne Rooney, Roy Keane, Roy Hodgson,"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Who wrote the Napoleonic war novels featuring Stephen Maturin?
A:",Who wrote the Napoleonic war novels featuring Stephen Maturin?,"['richard patrick russ', 'patrick o brian', 'o brian patrick']"," James Fenimore Cooper
Q: What was the name of the head of the", James Fenimore Cooper
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What does someone need to wear if they are myopic?
A:",What does someone need to wear if they are myopic?,"['eyeglasses', 'reading glasses', 'glasses', 'eyeglass', 'usage of words for eyepieces', 'spectacles', '👓', 'spectacle frame', 'eyeglass frame', 'bespectacled', 'eye wear', 'eyeglasses and contact lenses', 'safety glasses', 'pair of glasses', 'eye glasses', 'temple arm', 'stereo glasses']"," contact lenses
Q: What is the name of the head of Samoa?
Q", contact lenses
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Who was the only British medal winner at the 2010 Winter Olympics?
A:",Who was the only British medal winner at the 2010 Winter Olympics?,['amy williams']," Wayne Gretzky
Q: What is the name of the head of the", Wayne Gretzky
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which 5th/6th Century Buddhist monk is described in Chinese texts as ‘The Blue-Eyed Barbarian’?
A:",Which 5th/6th Century Buddhist monk is described in Chinese texts as ‘The Blue-Eyed Barbarian’?,"['bodidarma', 'da mo s cave', 'bodhidarma', 'bloodstream sermon', 'bodhi dharma', 'tamo', 'da mo', 'bodhiharma', 'bodhidharma', 'bodhidharma at shaolin']"," the 5th/6th century Chinese astronomer, mathematician and physicist"," the 5th/6th century Chinese astronomer, mathematician and physicist"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which Italian artist painted 'The School of Athens'?
A:",Which Italian artist painted 'The School of Athens'?,"['raffaello da urbino', 'raffaello sanzio da urbino', 'raffael', 'sanzio', 'raphaello sanzio', 'raphael urbinas', 'raffaelo', 'raphael painter', 'raphael sanzio', 'raffaello sanzio', 'rafael sancho', 'raphael', 'raphael santi', 'raffaelo santi', 'rafael sanzio da urbino', 'raphaelesque', 'rafael sanzio', 'raffaello santi', 'raphael sanzi', 'rapheal']"," Raphael
Q: Which actress starred in the original King Kong in 1933", Raphael
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Technically a shoal of fish becomes a school of fish when it is?
A:",Technically a shoal of fish becomes a school of fish when it is?,['swimming in same direction']," 3 or more others of the same species
Q: Which of the following", 3 or more others of the same species
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: How many symphonies did Jean Sibelius compose?
A:",How many symphonies did Jean Sibelius compose?,"['seven', '7']"," 5
Q: In physics, what is the motions of particles called?
", 5
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: In which film did Johnny Depp play a policeman called Ichabod Crane?
A:",In which film did Johnny Depp play a policeman called Ichabod Crane?,"['sleepy hollow disambiguation', 'sleepy hollow']"," Hansel and Gretel
Q: In which film did Meryl Streep", Hansel and Gretel
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which American singer's music publishing company was called Gladys Music?
A:",Which American singer's music publishing company was called Gladys Music?,"['elivs', 'gladys love presley', 'apron strings', 'elvis aaron presley', 'elvis presly', 'elvis aaron pressley', 'king actor singer', 'elvis pres', 'presleyesque', 'elvisesque', 'mr aaron', 'elvis pres ey', 'jesse presley', 'elvis aron presley', 'lovely mamie', 'keep your hands off of it', 'gladys presley', 'cattle call yodel', 'elvis pressly', 'elvis aron pressley', 'oh how i love jesus', 'i asked lord', 'i ain t about to sing', 'vernon elvis presley', 'vernon presley', 'presley elvis', 'elvis aaron', 'i didn t make it on playing guitar', 'elvis presley', 'elvis presley s political beliefs', 'dainty little moonbeams', 'he s only prayer away', 'it s no fun being lonely', 'ginger alden', 'mary lou brown', 'elvis aaron pressly', 'king entertainer', 'vernon and gladys presley', 'elvis pressley', 'elvis', 'elvis pelvis', 'little mama', 'elvis prestly', 'show me thy ways o lord', 'elvis extravaganza', 'elvis presley discography', 'jesse garon presley', 'death of elvis presley', 'gladys love smith', 'long lonely highway', 'frank page radio', 'political beliefs of elvis presley', 'elvis discography', 'elvis aron', 'elvis presely', 'elvis aron pressly']"," Gladys Music
Q: What is the name of the head of the U", Gladys Music
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: On a standard dartboard, which number lies between 12 and 20?
A:","On a standard dartboard, which number lies between 12 and 20?","['five', '5']"," 20
Q: What is the name of the head of Samoa?
Q", 20
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What is the name of the neo-Norman fantasy castle situated close to Bangor, between Snowdonia and the Menai strait ? It was built in the early 19th century by a family who made their money from sugar and Welsh slate, and is now in the care of the National Trust.
A:","What is the name of the neo-Norman fantasy castle situated close to Bangor, between Snowdonia and the Menai strait ? It was built in the early 19th century by a family who made their money from sugar and Welsh slate, and is now in the care of the National Trust.","['penryn disambiguation', 'penryn', 'penrhyn']"," Pontcysyllte Aqueduct
Q: What is the name of the", Pontcysyllte Aqueduct
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What is the honour system founded by Napoleon in 1802 that has five classes including Grand Cross and Officer?
A:",What is the honour system founded by Napoleon in 1802 that has five classes including Grand Cross and Officer?,"['chevalier de la legion d honneur', 'légion d honneur croix de commandeur', 'chevalier dans l ordre de la legion d honneur', 'legie d honeur', 'commander of legion of honour', 'chevalier of légion d honneur', 'chevalier of order of légion d honneur', 'grand croix de la legion d honneur', 'national order of legion of honour', 'grand croix de la légion d honneur', 'croix d officier of legion of honour', 'legion of honor chevalier', 'officer of legion of honour france', 'legion d honneur', 'legion of honor of france', 'grand cross of legion of honor', 'chevalier de legion d honneur', 'french legion of honor', 'officer of legion of honour', 'ordre national de la légion d honneur', 'officer of national order of legion of honour', 'légion d honneur', 'grand cross of legion of honour', 'legion d honour', 'commander of legion of honor', 'commandeur de la legion d honneur', 'knight of national order of legion of honour', 'ordre national de la legion d honneur', 'french legion of honour', 'officer of legion of honor', 'cross of légion d honneur', 'knight of legion of honor', 'grand cordon of legion of honour', 'chevalier de la légion d honneur', 'loh', 'chevalier of legion of honour', 'legion d honneur croix de commandeur', 'grand cordon of legion of honor', 'commandeur de la légion d honneur', 'grand order of legion of honour', 'french légion d honneur', 'cross of legion of honor', 'knight of legion of honour', 'légion d honneur de france', 'legion of honour', 'national order of legion of honor', 'chevalier dans l ordre de la légion d honneur', 'grand croix of légion d honneur', 'officier de la légion d honneur', 'officier de la legion d honneur', 'commandant of legion', 'legion d honeur', 'chevalier of legion of honor', 'chevalier de légion d honneur', 'legion of honor']"," 1) The orrery, invented in 1710 by George Graham"," 1) The orrery, invented in 1710 by George Graham"
