input_prompt,question,correct_answers,output_prediction,processed_answer
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: ""What disease do the French call """"la Rage""""?""
A:","""What disease do the French call """"la Rage""""?""","['rabies animal', 'hdcv', 'rabies human', 'rabies serum', 'atc code j06aa06', 'rabies', 'symptoms of rabies', 'rabbies', 'כלבת', 'canine madness', 'tollwut', 'rabes']"," ""What disease do the French call """""," ""What disease do the French call """""
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: On which part of the body would a Japanese person wear a geta?
A:",On which part of the body would a Japanese person wear a geta?,"['foot sweat', 'foot fracture', 'human feet', 'foot fractures', 'human foot', 'foot type', 'foot dorsum', 'joints of foot', 'foot deformities', 'instep', 'articulationes pedis', 'foot', 'articulatio pedis', 'insteps', 'dorsum of foot', 'pedis', 'muscles of feet', 'articulations of foot', 'feet', 'foot muscles', 'plates of meat', 'foot taboo', 'broken foot', 'foot anatomy']", A. feet B. head C., A. feet B. head C.
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which Japanese island that has its capital at Sapporo is the traditional home of the Ainu people?
A:",Which Japanese island that has its capital at Sapporo is the traditional home of the Ainu people?,"['mosir', 'jesso', 'jp 01', 'hokkaidô prefecture', 'bilk drink', 'hokkaido japan', 'beihaidao', 'hokkaidō', 'hokkaidō japan', '北海道', 'hokkai do', 'bilkalberta', 'hokkaidoo', 'hokkai', 'hokkaido', 'hokkaidô', 'hokkaidou', 'hokkaidoo prefecture', 'hokkaidou prefecture', 'hokkaidō region', 'hokkaido region', 'hokkaidō prefecture', 'hokkaido prefecture', 'hokkaidoh', 'hokkaido island', 'hokaido', 'ezochi', 'hokkaidô japan', 'hokkaidoo region', 'hokkaidoh prefecture']", A. Hokkaido B., A. Hokkaido B.
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: The ancient pre-scientific system of classifying all universal matter as Water/Air/Fire/Earth/Aether is called the Classical?
A:",The ancient pre-scientific system of classifying all universal matter as Water/Air/Fire/Earth/Aether is called the Classical?,"['elements disambiguation', 'elements', 'elements mike oldfield disambiguation', 'element', 'elements mike oldfield', 'elenent', 'elements album', 'element disambiguation']",Elemental?System. This system is,Elemental?System. This system is
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What was the name of the second wife of Johnny Cash, who he married in 1968?
A:","What was the name of the second wife of Johnny Cash, who he married in 1968?","['june carter cash', 'june cash', 'june carter']"," June Carter
What was the name of", June Carter
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: The 1810 betrothal of Princess Theresa to Crown Prince Ludwig not only resulted in the meadow where the event took place to be named Theresienwiese but also started what?
A:",The 1810 betrothal of Princess Theresa to Crown Prince Ludwig not only resulted in the meadow where the event took place to be named Theresienwiese but also started what?,"['oktöbërfest', 'oktoberfestivities', 'oktoberfest', 'oktober fest', 'wiesn', 'october fest', 'brewfest', 'octoberfestivities', 'oktoeberfest', 'ein prosit', 'octoberfest']"," The Oktoberfest.
The Oktoberfest is", The Oktoberfest.
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Can you name the singer of the title track in '1995 - GoldenEye'?
A:",Can you name the singer of the title track in '1995 - GoldenEye'?,"['tinna turner', 'tina turner s', 'tina turner', 'tina tuner', 'anna bullock', 'annie mae bullock', 'anna mae bullock']", Can you name the singer of the title, Can you name the singer of the title
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: In which UK City is there a district called Holgate?
A:",In which UK City is there a district called Holgate?,"['york yorkshire', 'eoferwic', 'park grove primary school', 'park grove school', 'weather in york', 'park grove 1895', 'eoforwic', 'county borough of york', 'york uk', 'un locode gbyrk', 'city of york', 'york england', 'york ua', 'york ham', 'york', 'yorkish', 'yoisk', 'york north yorkshire']", In which UK City is there a district, In which UK City is there a district
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which bridge connects Detroit, Michigan, USA and Windsor, Ontario, Canada?
A:","Which bridge connects Detroit, Michigan, USA and Windsor, Ontario, Canada?","['ambassador bridge', 'canada transit company', 'detroit international bridge company', 'canadian transit company', 'wpyf269', 'ambassador international bridge']", A. Ambassador Bridge B. Blue Water, A. Ambassador Bridge B. Blue Water
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What is the name of the system of stellar designation in which a specific star is identified by a Greek letter (then Latin letters in lower-case then upper-case), followed by the genitive form of its parent constellation's Latin name (e.g. Tauri)?
A:","What is the name of the system of stellar designation in which a specific star is identified by a Greek letter (then Latin letters in lower-case then upper-case), followed by the genitive form of its parent constellation's Latin name (e.g. Tauri)?","['bayer s name', 'bayer classification', 'bayer letter', 'bayer letters', 'bayer designations', 'bayer designation']",<|end_of_text|><|end_of_text|><|end_of_text|><|end_of_text|><|end_of_text|><|end_of_text|><|end_of_text|><|end_of_text|>,<|end_of_text|><|end_of_text|><|end_of_text|><|end_of_text|><|end_of_text|><|end_of_text|><|end_of_text|><|end_of_text|>
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: ""What is the current name of the islands originally called the """"Sandwich Islands""""?""
A:","""What is the current name of the islands originally called the """"Sandwich Islands""""?""","['haiwii', 'transport in hawaii', 'hawaii usa', 'us hi', 'hawaii united states', 'fiftieth state', 'health in hawaii', 'moku 60a ina o hawai 60i', 'hawaii', 'culture of hawaii', 'haiwaii', 'hawaii u s state', 'hawai i state', 'hawai i resident', 'state of hawai 60i', 'religion in hawaii', 'demographics of hawaiʻi', 'ハワイ', 'languages of hawaii', 'hawii', 'hawaiʻi', 'mokuʻāina o hawaiʻi', 'hawai i', 'state of hawai i', 'hawai 60i', 'haway', 'hawaiian culture', '50th state', 'demographics of hawaii', 'hawái', 'moku 60aina o hawai 60i', 'u s hi', 'state of hawaiʻi', 'howaii', 'owhyhee', 'hawaii resident', 'aloha state', 'education in hawaii', 'hawwaii', 'economy of hawaii', 'mokuʻa ina o hawaiʻi', 'hawaii state', 'state of hawaii', 'hawaií', 'geography of hawaii', 'hawaï']"," eNotes Editorial, 20 Feb."," eNotes Editorial, 20 Feb."
